"","x"
"871","Der Rechtswissenschaftler Werner Thieme schreibt dagegen: Durch einen Verzicht versucht der angegriffene Doktor, dem Entzug des Doktorgrads zu entgehen und „damit auch dem Vorwurf des Plagiats, der <#MET Täuschung #>“."
"872","Sie verfasste die Komödie Plagiat unter <#MET Mitwirkung #> von Klaus Mann und schrieb Das Buch von der Riviera."
"873","Das <#MET Manuskript #> von Plagiat, mit Szenen aus dem Berliner Theater- und Intellektuellenmilieu, galt lange Zeit als verschollen."
"874","• Ligadone verweist auf Ligeia, ein <#MET Gedicht #> Poes und spielt auf Oxycontin an."
"875","Hier erinnert eine Dauerausstellung mit <#MET Originaldrucken #> und Plagiaten an Leben und Werk des Predigers."
"876","Insgesamt wurden ihm sieben Fälle vorgeworfen, darunter <#MET Fälschung #> und Plagiat."
"877","Neben den Plagiaten gab es jedoch international auch <#MET Weiterentwicklungen #> und eigenständige Spiele, die sich von Mensch ärgere dich nicht und anderen Pachisi-Ablegern weiterentwickelten."
"878","Die derzeit jüngste größere <#MET Publikation #> in Sachen Sardinien und Atlantis erfolgte im Jahr 2009, als Giuseppe Mura ein fast 600 Seiten umfassendes Werk vorstellte, in dem er die ‚ Säulen des Herakles ‘ dem Golf von Cagliari zuordnet."
"879","Der Begriff soll auf den antiken römischen Epigrammatiker Martial im Fall mit Fidentinus zurückgehen, der einen Kopisten seiner Werke mit diesem Wort (eigentlich <#MET Seelenverkäufer #>, Sklavenhändler, vergleiche „Plagiat“) bezeichnete (Epigramme 1,52)."
"880","Der Negativpreis Plagiarius wurde 1977 von Rido Busse ins Leben gerufen, nachdem er auf einer Frankfurter Messe eine Fälschung einer von ihm entwickelten Brief- und Küchenwaage entdeckte und durch einstweilige Verfügungen das <#MET Produkt #> nicht langfristig vor einem Versuch des Verkaufs von entsprechenden Plagiaten schützen konnte."
"881","Der Negativpreis Plagiarius wurde 1977 von Rido Busse ins Leben gerufen, nachdem er auf einer Frankfurter Messe eine Fälschung einer von ihm entwickelten Brief- und Küchenwaage entdeckte und durch einstweilige Verfügungen das Produkt nicht langfristig vor einem <#MET Versuch #> des Verkaufs von entsprechenden Plagiaten schützen konnte."
"882","Der Verlag ließ den Text prüfen, und Baiculescu erklärte: „Der Übersetzer teilte uns mit, manche Stellen seien zwar kein Plagiat, aber die <#MET Quellen #> würden nicht immer ordentlich benannt, da Fußnoten weggefallen seien.“"
"883","Die Dissertation des deutschen Bundestagspräsidenten Norbert Lammert charakterisierte Weber als eindeutiges Plagiat, dessen Konsequenz nur der <#MET Entzug #> des Doktorgrades sein könne."
"884","Nach eingehender Prüfung der Vorwürfe teilte die betroffene Ruhr-Universität Bochum jedoch mit: „In der Dissertation finden sich zwar vermeidbare Schwächen in den <#MET Zitationen #>, die aber den Verdacht des Plagiats oder der Täuschung keineswegs rechtfertigen“ und entschied sich, kein Plagiatsverfahren einzuleiten."
"885","Nach eingehender Prüfung der Vorwürfe teilte die betroffene Ruhr-Universität Bochum jedoch mit: „In der Dissertation finden sich zwar vermeidbare Schwächen in den Zitationen, die aber den Verdacht des Plagiats oder der <#MET Täuschung #> keineswegs rechtfertigen“ und entschied sich, kein Plagiatsverfahren einzuleiten."
"886","Er veröffentlichte <#MET Teile #> der Arbeit im Oktober 1822 (Brief an M. Dacier, den Ständigen Sekretär des ehrwürdigen Instituts, betreffend das Alphabet der phonetischen Hieroglyphen) und eine ausführliche Erläuterung im April 1824 (Zusammenfassung des Systems der Hieroglyphen im Alten Ägypten)."
"887","Der italienische Forschungsreisende Giacomo Beltrami, der 1823 einige Monate beim Volk der Sioux gelebt hatte, bezichtigte James Fenimore Cooper nach der Veröffentlichung seines Romans des Plagiats, da in dessen Roman von 1826 die <#MET Beschreibungen #> der Indianer, ihrer Charaktere, ihr Auftreten und ihrer Bräuche mit denen in Beltramis 1824 erstmals in New Orleans veröffentlichten Buch La découverte des sources du Mississippi nahezu identisch waren."
"888","Der aus Alcolix resultierende Rechtsstreit, der zugunsten Uderzos entschieden wurde, führte 1993/94 zu einem über den deutsch-französischen Sprachraum hinauswirkenden Grundsatzurteil (vulgo Alcolix-Entscheidung) des Bundesgerichtshofes zu den Grenzen des Immaterialgüterrechts zwischen Parodie, <#MET Persiflage #> und Plagiat."
"889","Bei aller <#MET Themengleichheit #> wäre jedoch die Suche nach musikalischen Plagiaten müßig – Debussy und Ravel haben sehr individuell komponiert."
"890","“ Kate Erbland vom IndieWire, die schon A.J. Finns „Instant-Bestseller“ für ein schamloses <#MET Ripoff #> (Plagiat) von Rear window hält, ist der Meinung, Joe Wrights Film mit Amy Adams als Star lasse alles vermissen, was ihn interessant mache."
"891","Februar forderten Oppositionsredner seinen Rücktritt als Verteidigungsminister und kritisierten neben seinen Plagiaten und seinem Umgang damit auch seine <#MET Verwendung #> von Briefköpfen des Ministeriums mit Hinweis auf die Briefbogenaffäre von 1992, in deren Folge der damalige Bundeswirtschaftsminister und Vizekanzler Jürgen Möllemann von seinem Amt zurückgetreten war."
"892","Matthias Kleiner, der Präsident der DFG, warnte ebenfalls vor der <#MET Verharmlosung #> von Plagiaten: „Forscher teilen ihre Ideen und Erkenntnisse miteinander und führen sie, oft gemeinsam, weiter."
"893","Matthias Kleiner, der Präsident der DFG, warnte ebenfalls vor der Verharmlosung von Plagiaten: „Forscher teilen ihre <#MET Ideen #> und Erkenntnisse miteinander und führen sie, oft gemeinsam, weiter."
"894","Gaststar in diesem Film ist Frankie Howerd, einer der Stars aus der <#MET Konkurrenzreihe #> der Up-Filme – die ein weniger gelungenes Plagiat der Carry-On…-Reihe darstellt."
"895","Kumköy: Hier finden sich immer wieder Apotheken, Optiker, Friseure, und natürlich T-Shirt-, Taschen- oder Schuhläden mit allerlei Plagiaten in regelmäßiger <#MET Wiederholung #>."
"896","Um der Flut von <#MET Kopien #> und Plagiaten entgegenzutreten, bedient Fender seit den 1980er-Jahren das untere Marktsegment mit Produkten, die von der Tochterfirma Squier in Asien produziert werden."
"897","Demnig sieht die Steine der Erinnerung einerseits als Plagiat, andererseits als <#MET Verfälschung #> der Ursprungsidee, da die Wiener Gedenksteine maschinell, und nicht per Hand gefertigt werden."
"898","Auf 27 von 62 Seiten fänden sich <#MET Textübernahmen #>, die nicht als solche gekennzeichnet sind, was einem Anteil von 43,5 Prozent aller Seiten entspreche."
"899","Der Tagesspiegel zitierte Gerhard Dannemann, Professor für Rechtswissenschaften an der Humboldt-Universität mit der Auffassung, bei 32 festgestellten Plagiaten auf 62 Seiten ein systematisches Vorgehen pauschal zu verneinen und einen „wissenschaftlichen <#MET Kern #>“ der Arbeit von den Plagiaten abzuspalten, widerspreche geltendem Recht."
"900","Bei einigen seiner <#MET Schriften #> wurde ihm schon von seinen Zeitgenossen Plagiat vorgeworfen."
"901","Beispielsweise basiert sein <#MET Hauptwerk #> Versuch einer Philosophie des Schönen in der Musik (1838) sowohl in der Grundanlage als auch über größere Strecken im Wortlaut auf Carl Seidels Charinomos."
"902","Beispielsweise basiert sein Hauptwerk <#MET Versuch #> einer Philosophie des Schönen in der Musik (1838) sowohl in der Grundanlage als auch über größere Strecken im Wortlaut auf Carl Seidels Charinomos."
"903","Neben den Plagiaten bemängelten Zeitgenossen auch sachliche Fehler und ungeprüfte <#MET Übernahmen #> aus anderen Werken in Schillings Enzyklopädien."
"904","Wegen der rasend schnellen Verbreitung und Ausdifferenzierung von Stilen seit den 1990er-Jahren ist der Prozess der Entstehung von Jugendkulturen nicht mehr mit diesem zyklischen Modell von Entstehung, Ausbreitung, Manipulation und Ende eines <#MET Stils #> zu analysieren;"
"905","Kommerz und <#MET Subversion #>, Authentizität und Plagiat koexistieren vielmehr fast von Anfang an."
"906","Hitchens meint sogar, der Islam sei „nicht viel mehr als ein ziemlich offensichtliches und schlecht strukturiertes <#MET Sammelsurium #> von Plagiaten, das sich bei früheren heiligen Werken und Traditionen bediente, je nachdem, wie die Lage es gerade zu verlangen schien“."
"907","In Großbritannien entdeckte der Politikwissenschaftler Glen Rangwala (Cambridge University) bis zum 5. Februar 2003, dass das zweite Irakdossier der Regierung großenteils ein Plagiat von 12 Jahre alten <#MET Quellen #> war."
"908","• die Paraphrase, die ein eigenständiges Stück ist, aber sich durch umfangreiche Referenzen an eine Epoche, einen <#MET Interpreten #> oder ein Stück daran abarbeitet • das Plagiat, das ein Musikstück nachahmt, ohne den Urheber zu nennen, und damit den Eindruck der Originalität erweckt (zum Beispiel My Sweet Lord von George Harrison, ein – laut Harrison „unbewusstes“ – Plagiat von He’s So Fine der Chiffons)."
"909","Fehlt es an der pflichtgemäßen Angabe der <#MET Originalquelle #>, liegt ein rechtswidriges Plagiat vor."
"910","Die musikologische Abgrenzung von <#MET Original #> und Coverversion fällt nicht immer leicht."
"911","Die musikologische Abgrenzung von Original und <#MET Coverversion #> fällt nicht immer leicht."
"912","Gerade wegen der Plagiatsvorwürfe gegen Zedler (siehe dazu den Abschnitt Plagiat) wäre eine <#MET Identifizierung #> der Mitarbeiter interessant."
"913","Die begangene Straftat als Bildunterschrift lautet bei Peter Plagiarismo (<#MET Pseudoitalienisch #>, eigentlich englisch mit angehängtem -o, für „Plagiat“), bei Stan hingegen steht Plagiarismo di Plagiarismo (<#MET Pseudoitalienisch #> für „Plagiat des Plagiats“)."
"914","Vermutungen, dass Darwins (und Wallaces) <#MET Ideen #> der Selektion ein Plagiat von Matthiews Überlegungen seien, wurden 2018 widerlegt."
"915","Vermutungen, dass Darwins (und Wallaces) Ideen der <#MET Selektion #> ein Plagiat von Matthiews Überlegungen seien, wurden 2018 widerlegt."
"916","Neben Vorgaben zu erwünschten Parametern wird dabei auch darauf hingewiesen, dass die unbelegte <#MET Verwendung #> fremden Gedankenguts, in Form von Plagiaten zu vermeiden ist (siehe hierzu auch Betrug und Fälschung in der Wissenschaft)."
"917","Neben Vorgaben zu erwünschten Parametern wird dabei auch darauf hingewiesen, dass die unbelegte Verwendung fremden <#MET Gedankenguts #>, in Form von Plagiaten zu vermeiden ist (siehe hierzu auch Betrug und Fälschung in der Wissenschaft)."
"918","Neben Vorgaben zu erwünschten Parametern wird dabei auch darauf hingewiesen, dass die unbelegte Verwendung fremden Gedankenguts, in Form von Plagiaten zu vermeiden ist (siehe hierzu auch Betrug und <#MET Fälschung #> in der Wissenschaft)."
"919","Im Rahmen seiner <#MET Auseinandersetzung #> mit den Verbrechen der nationalsozialistischen Diktatur hat das Projekt Erinnern für die Zukunft 2008 begonnen, im Wiener Bezirk Mariahilf Gedenkobjekte für 740 ermordete Mariahilfer anzubringen."
"920","Im Rahmen seiner Auseinandersetzung mit den <#MET Verbrechen #> der nationalsozialistischen Diktatur hat das Projekt Erinnern für die Zukunft 2008 begonnen, im Wiener Bezirk Mariahilf Gedenkobjekte für 740 ermordete Mariahilfer anzubringen."
"921","Ende 1622 wohnte er sodann einer <#MET Disputation #> mit Jakob Böhme bei, den er scharf angriff."
"922","Nicht die Schaffung von Neuem war primäres Ziel der Künstler, sondern die möglichst originalgetreue Nachahmung der Vorbilder der Alten – die im Übrigen in keiner <#MET Weise #> als Plagiat oder in anderer <#MET Weise #> als unlauter empfunden wird."
"923","Hazanavicius trenne nicht das Plagiat vom krassen <#MET Vandalenakt #> und flitze mit gleichem Elan der Hommage wie der Komödie entgegen."
"924","Nach Einsprüchen wegen Plagiats wurde die gesamte Auflage mit Ausnahme der <#MET Freiexemplare #> eingezogen."
"925","Der Urheber des komponierten Werkes hat jedoch Rechte an der Nutzung inne und kann sich auch gegen dessen unerlaubte <#MET Aneignung #>, Veränderung und Abwandlung wehren (siehe Plagiat)."
"926","Der Urheber des komponierten Werkes hat jedoch Rechte an der Nutzung inne und kann sich auch gegen dessen unerlaubte Aneignung, <#MET Veränderung #> und Abwandlung wehren (siehe Plagiat)."
"927","Der Urheber des komponierten Werkes hat jedoch Rechte an der Nutzung inne und kann sich auch gegen dessen unerlaubte Aneignung, Veränderung und <#MET Abwandlung #> wehren (siehe Plagiat)."
"928","Dies ist bei der <#MET Improvisation #> nur insoweit möglich, als sie auf Tonträgern aufgezeichnet wird."
"929","Die Dissertation sei seine „eigene <#MET Leistung #>“."
"930","Zahlreiche weitere <#MET Fundstellen #> von Plagiaten in der Dissertation, zumeist identifiziert durch das GuttenPlag Wiki, führten dazu, dass er erklärte, auf die Führung des Doktorgrades zunächst „vorübergehend“, zwei Tage später dann dauerhaft zu verzichten."
"931","Burns wandte sich während der Bauarbeiten an Prinz Albert und bezichtigte erfolglos seinen ehemaligen Schüler des Plagiats seiner <#MET Ideen #>."
"932","Der US-amerikanische Komiker Stephen Colbert kritisierte dies, da es sich um ein Plagiat seiner <#MET Idee #> handele und rief sein Publikum auf, ihn ebenfalls in das Video einzubauen."
"933","Im Jahr 1990 wurde seine Stern-Reportage Der <#MET Abschreiber #> über ein Plagiat des Schriftstellers Walter Kempowski im Roman „Aus großer Zeit“ (1978) kritisch rezipiert."
"934","Im August 1798 wurde im Allgemeinen Litterarischen Anzeiger der Vorwurf erhoben, dass Murhards Traktat von 1798 Principia novae theoriae Cometarum ein Plagiat von Friedrich Wilhelm Joseph von Schellings <#MET Ideen #> zu einer Philosophie der Natur und einer Anmerkung von Lichtenberg in der revidierten Ausgabe von Johann Christian Polycarp Erxlebens Anfangsgründe der Naturlehre von 1768 sei."
"935","Gemeint ist damit in der Regel ein Verstoß gegen die im deutschen Urheberrechtsgesetz definierten Verwertungsrechte oder die <#MET Aneignung #> eines fremden Werkes unter eigenem Namen (Plagiat genannt)."
"936","Ein häufiger <#MET Verstoß #> besteht in einer rechtswidrig hergestellten oder verbreiteten Kopie von urheberrechtlich geschützten – meist elektronischen – Medien."
"937","Ein häufiger Verstoß besteht in einer <#MET rechtswidrig #> hergestellten oder verbreiteten Kopie von urheberrechtlich geschützten – meist elektronischen – Medien."
"938","Allerdings gab es seit langem auch den Begriff des Plagiats, der sich zum <#MET Beispiel #> auf die Übernahme fremder Texte bezog und entsprechend geächtet werden konnte."
"939","Allerdings gab es seit langem auch den Begriff des Plagiats, der sich zum Beispiel auf die <#MET Übernahme #> fremder Texte bezog und entsprechend geächtet werden konnte."
"940","Remixing wird daher nicht als Plagiat oder <#MET Ideendiebstahl #> gesehen, sondern als Gemeinschaftserfahrung und als eine Ehre für denjenigen, dessen Material verwendet wird."
"941","Der oder die Verfasser nutzten als Vorlage über weite Strecken die satirische Schrift Dialogue aux enfers entre Machiavel et Montesquieu („Gespräche in der Unterwelt zwischen Machiavelli und Montesquieu“) des Pariser Rechtsanwalts Maurice Joly, die 1864 anonym in Brüssel erschienen war, Dies wurde 1921 bekannt, wobei im Plagiat, unter <#MET Beibehaltung #> der Diktion, die Intention der ursprünglichen Streitschrift tendenziös ins genaue Gegenteil verdreht wurde."
"942","Zutreffender sei die Bezeichnung als Plagiat oder als <#MET Fiktion #>."
"943","Dennoch werden die <#MET Protokolle #> in der Forschung verbreitet als Fälschung beschrieben."
"944","Der amerikanische Antisemitismusforscher Richard S. Levy bezeichnet die <#MET Protokolle #> als „eine Fälschung und ein Plagiat“."
